1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1660,0,0,None,3,1Fam,TA,Mn,1220,0,GLQ,Unf,1,0,Ex,440,Y,RRNn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,500,2,TA,RFn,TA,Attchd,2006,1660,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10182,CulDSac,85,IR1,0,20,RL,420,Stone,None,0,5,Somerst,50,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,8,1660,AllPub,322,2006,2006,2006
1055,790,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1055,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,GdPrv,TA,1,PConc,2,Typ,462,2,TA,RFn,TA,Attchd,1992,1845,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11218,Inside,70,Reg,0,60,RL,0,None,Shed,400,5,SawyerW,104,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1055,AllPub,635,1992,1992,2010
672,0,0,None,2,1Fam,TA,No,344,0,Rec,Unf,1,0,TA,328,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,234,1,TA,Unf,TA,Attchd,1941,672,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9340,Inside,50,Reg,0,30,RL,0,None,None,0,8,Edwards,113,6,4,N,0,None,CompShg,Hip,Normal,WD,0,Pave,4,672,AllPub,0,1941,1950,2009
894,0,0,None,3,1Fam,TA,No,180,374,Rec,LwQ,0,0,TA,340,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,None,0,CBlock,1,Typ,384,1,TA,RFn,TA,Detchd,1966,894,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7094,Inside,99,IR1,0,20,RL,0,None,None,0,5,Sawyer,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,894,AllPub,0,1966,1966,2007
1318,584,0,None,4,Duplex,None,None,0,0,None,None,0,0,None,0,Y,RRAe,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,Slab,2,Typ,539,2,TA,Unf,TA,Attchd,1978,1902,0,GasA,TA,1.5Fin,2,TA,Lvl,Gtl,8930,Inside,68,Reg,0,90,RM,0,None,None,0,4,Sawyer,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,0,AllPub,0,1978,1978,2010
1168,678,0,None,3,1Fam,TA,Mn,196,0,Rec,Unf,0,0,TA,844,Y,Artery,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,Gd,1,CBlock,2,Typ,315,1,TA,Unf,TA,Attchd,1949,1846,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,10496,Inside,78,Reg,0,50,RL,320,BrkFace,None,0,1,NAmes,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1040,AllPub,0,1949,1950,2007
894,1039,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,894,Y,Feedr,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,668,3,TA,Fin,TA,BuiltIn,2007,1933,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14598,CulDSac,86,IR1,0,60,RL,74,Stone,None,0,1,Somerst,18,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,894,AllPub,100,2007,2007,2008
1507,0,0,None,4,1Fam,TA,No,666,0,ALQ,Unf,0,0,TA,409,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,HdBoard,GdWo,None,0,CBlock,2,Maj1,404,1,TA,Unf,TA,Basment,1960,1507,0,GasA,Gd,SLvl,1,TA,Lvl,Gtl,7910,Inside,70,Reg,0,80,RL,0,None,None,0,8,NAmes,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1075,AllPub,0,1960,1960,2008
1224,0,0,None,2,Duplex,None,None,0,0,None,None,0,0,None,0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,Slab,2,Typ,462,2,TA,Unf,TA,CarPort,1962,1224,0,GasA,TA,1Story,2,TA,Lvl,Gtl,9842,FR2,70,Reg,0,90,RL,0,None,None,0,3,NAmes,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,0,AllPub,0,1962,1962,2007
1173,0,0,None,3,1Fam,TA,Gd,885,168,GLQ,LwQ,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,TA,2,CBlock,2,Typ,528,2,TA,RFn,TA,Attchd,1974,1173,0,GasA,TA,SFoyer,1,Gd,Lvl,Gtl,10625,Inside,85,Reg,0,85,RL,81,BrkFace,None,0,1,NWAmes,120,6,7,Y,0,None,CompShg,Gable,Family,WD,0,Pave,6,1053,AllPub,0,1974,1974,2010
792,725,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,792,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Stucco,None,Gd,2,PConc,1,Typ,400,2,TA,Unf,TA,Detchd,1931,1517,0,GasA,Fa,2Story,1,Gd,HLS,Mod,11435,Corner,106.9345594,IR1,0,70,RL,0,None,None,0,6,Crawfor,0,7,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,792,AllPub,0,1929,1950,2006
756,797,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,756,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,615,2,TA,RFn,TA,Attchd,2005,1553,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8125,Inside,65,Reg,0,60,FV,0,None,None,0,3,Somerst,45,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,756,AllPub,0,2005,2006,2006
1104,684,0,None,5,1Fam,None,None,0,0,None,None,1,0,None,1104,Y,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,None,TA,2,CBlock,1,Min2,304,1,TA,Unf,TA,Attchd,1957,1788,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,11250,Inside,106.0660172,Reg,0,50,RL,0,None,None,0,11,ClearCr,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1104,AllPub,120,1957,1989,2009
964,925,0,None,4,2fmCon,None,None,0,0,None,None,0,0,None,925,N,Feedr,Norm,FuseF,264,TA,Fa,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Typ,308,1,TA,Unf,TA,Detchd,1960,1889,1,GasA,TA,2.5Unf,2,TA,Bnk,Gtl,10120,Inside,60,IR1,0,190,RM,0,None,None,0,1,OldTown,0,4,7,N,0,None,CompShg,Hip,Normal,WD,0,Pave,9,925,AllPub,0,1910,1950,2007
1332,192,0,None,0,1Fam,TA,Gd,1258,0,GLQ,Unf,2,0,Gd,74,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,TA,1,PConc,0,Typ,586,2,TA,Fin,TA,Attchd,1979,1524,1,GasA,TA,1Story,1,Gd,Low,Sev,23595,Inside,153.6066405,Reg,0,40,RL,0,None,None,0,4,ClearCr,0,6,7,Y,0,None,WdShake,Shed,Normal,WD,0,Pave,4,1332,AllPub,268,1979,1979,2010
1357,0,0,None,2,1Fam,TA,Av,719,0,ALQ,Unf,1,0,TA,300,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,GdPrv,Gd,1,CBlock,1,Typ,312,1,TA,RFn,TA,Basment,1959,1357,0,GasA,Gd,SLvl,1,Ex,Lvl,Gtl,11512,Corner,124,IR1,0,80,RL,84,BrkFace,None,0,5,Edwards,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,163,Pave,5,1019,AllPub,0,1959,2006,2008
735,660,0,None,3,1Fam,Gd,No,593,0,BLQ,Unf,0,1,TA,130,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,None,TA,1,CBlock,1,Typ,497,2,TA,Unf,TA,Attchd,1972,1395,1,GasA,TA,2Story,1,TA,Lvl,Gtl,12936,CulDSac,59.91111111,IR1,0,60,RL,0,None,None,0,12,NWAmes,116,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,723,AllPub,294,1972,1972,2009
1128,903,0,None,3,1Fam,TA,No,804,0,GLQ,Unf,1,0,Gd,324,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,577,2,TA,RFn,TA,Attchd,2002,2031,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9473,Inside,75,Reg,0,60,RL,0,None,None,0,3,CollgCr,211,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1128,AllPub,0,2002,2002,2008
1328,0,0,None,3,1Fam,TA,No,569,81,ALQ,Rec,1,0,TA,678,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,2,CBlock,1,Typ,528,2,TA,Unf,TA,Attchd,1963,1328,1,GasA,TA,1Story,1,TA,Lvl,Gtl,9790,Inside,98.94442885,Reg,0,20,RL,451,BrkFace,None,0,6,NWAmes,26,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1328,AllPub,0,1963,1963,2010
1120,850,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1085,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,753,3,TA,Fin,TA,BuiltIn,2006,1970,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,11065,Inside,86,IR1,0,60,RL,788,Stone,None,0,10,NridgHt,74,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,8,1085,AllPub,177,2006,2006,2006
1005,978,0,None,3,1Fam,TA,No,694,0,GLQ,Unf,0,0,Gd,284,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,490,2,TA,Fin,TA,Attchd,1999,1983,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10762,CulDSac,59.91111111,IR1,0,60,RL,344,None,None,0,5,Gilbert,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,978,AllPub,0,1999,1999,2009
1203,1323,0,None,4,1Fam,TA,No,740,0,GLQ,Unf,1,0,Gd,425,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,844,3,TA,RFn,TA,Attchd,1994,2526,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10120,Inside,92,Reg,0,60,RL,391,BrkFace,None,0,12,NoRidge,78,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1165,AllPub,309,1994,1994,2006
990,0,0,None,3,1Fam,Gd,No,746,0,ALQ,Unf,1,0,Gd,244,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,480,2,TA,Unf,TA,Detchd,2000,990,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8072,Inside,60,Reg,0,20,RL,0,None,None,0,5,CollgCr,64,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,990,AllPub,0,1994,1995,2009
1902,0,0,None,3,1Fam,TA,Av,1406,0,GLQ,Unf,1,0,Gd,496,Y,PosA,Norm,SBrkr,162,Gd,Gd,BrkFace,HdBoard,None,TA,2,PConc,2,Typ,567,2,TA,Fin,TA,Attchd,1959,1902,0,GasA,TA,1Story,1,Ex,Lvl,Gtl,17500,Inside,100,Reg,0,20,RL,0,None,None,0,5,Crawfor,207,8,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1902,AllPub,0,1959,2002,2010
1352,0,0,Pave,2,TwnhsE,None,None,0,0,None,None,0,0,None,1352,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,466,2,TA,RFn,TA,Attchd,2006,1352,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4230,Corner,47,Reg,0,120,FV,0,None,None,0,4,Somerst,241,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,5,1352,AllPub,0,2006,2007,2007
1478,0,0,None,3,1Fam,TA,No,189,661,ALQ,Rec,1,0,TA,628,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,None,Gd,2,CBlock,1,Typ,442,2,TA,RFn,TA,Attchd,1957,1478,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,8400,Inside,70,Reg,0,20,RL,0,None,None,0,6,NAmes,0,3,6,Y,0,None,CompShg,Hip,Normal,WD,216,Pave,6,1478,AllPub,114,1957,1957,2009
720,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,0,N,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,287,1,Fa,Unf,TA,Detchd,1955,720,0,Floor,TA,1Story,1,TA,Lvl,Gtl,6627,Corner,81.40638796,IR1,0,20,RL,0,None,None,0,7,BrkSide,0,6,3,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,4,0,AllPub,0,1949,1950,2008
816,0,0,None,3,1Fam,TA,No,641,0,ALQ,Unf,0,1,TA,175,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,MnPrv,Ex,1,CBlock,1,Typ,264,1,TA,Unf,TA,Attchd,1982,816,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6600,Inside,60,Reg,0,20,RL,0,None,None,0,10,Mitchel,0,9,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,816,AllPub,0,1982,2008,2008
955,677,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,935,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,462,2,TA,Fin,TA,Attchd,1998,1632,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9084,Inside,63,IR1,0,60,RL,0,None,None,0,6,Gilbert,28,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,935,AllPub,0,1998,1998,2006
1284,885,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1284,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,647,2,TA,RFn,TA,Attchd,2002,2169,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9375,Inside,96.82458366,Reg,0,60,RL,149,BrkFace,None,0,8,CollgCr,87,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1284,AllPub,192,2002,2002,2007
1338,1296,0,None,6,Duplex,TA,No,500,0,LwQ,Unf,1,1,TA,748,Y,Artery,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,2,Typ,968,4,TA,Unf,TA,Detchd,1969,2634,2,GasA,TA,2Story,2,TA,Lvl,Gtl,11643,Inside,91,Reg,0,90,RL,368,BrkFace,None,0,8,NAmes,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,12,1248,AllPub,0,1969,1969,2009
858,858,0,None,4,1Fam,TA,No,319,0,Rec,Unf,0,0,TA,539,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,1,CBlock,1,Typ,490,2,TA,Fin,TA,Attchd,1962,1716,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,9247,Inside,70,IR1,0,60,RL,318,BrkFace,None,0,3,NAmes,84,6,6,Y,0,None,CompShg,Gable,Normal,WD,120,Pave,8,858,AllPub,0,1962,1962,2008
2053,1185,0,None,4,1Fam,TA,Av,816,0,GLQ,Unf,1,0,Gd,1217,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Ex,1,PConc,2,Typ,666,3,TA,Fin,TA,Attchd,1996,3238,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,14720,CulDSac,56,IR1,0,50,RL,579,BrkFace,None,0,3,NoRidge,86,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,9,2033,AllPub,283,1995,1996,2010
992,873,0,None,3,1Fam,TA,No,735,0,GLQ,Unf,1,0,Gd,257,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,839,3,TA,RFn,TA,Attchd,2000,1865,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10316,Inside,101.5677114,IR1,0,60,RL,0,None,None,0,6,CollgCr,184,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,992,AllPub,0,2000,2000,2008
892,0,0,None,3,1Fam,TA,No,340,0,Rec,Unf,0,0,TA,524,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,None,0,CBlock,1,Typ,264,1,TA,RFn,TA,Attchd,1966,892,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9477,Corner,97.34988444,Reg,0,20,RL,65,BrkFace,None,0,10,NAmes,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,864,AllPub,0,1966,1966,2008
1078,0,0,None,3,1Fam,TA,No,734,0,GLQ,Unf,1,0,TA,344,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,Fa,1,CBlock,1,Typ,500,2,TA,Fin,TA,Attchd,1971,1078,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,12537,CulDSac,59.91111111,IR1,0,20,RL,0,None,None,0,4,NAmes,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1078,AllPub,0,1971,2008,2010
882,908,0,None,3,1Fam,TA,No,633,0,GLQ,Unf,1,0,Gd,240,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,588,2,TA,RFn,TA,Attchd,1999,1790,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9179,Inside,68,IR1,0,60,RL,158,BrkFace,None,0,6,CollgCr,88,5,7,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,7,873,AllPub,0,1999,1999,2008
925,550,0,None,4,TwnhsE,TA,No,548,173,ALQ,Rec,0,0,TA,36,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,TA,1,PConc,2,Typ,336,1,TA,RFn,TA,Attchd,1977,1475,0,GasA,Ex,2Story,1,TA,Lvl,Gtl,2665,Inside,41,Reg,0,160,RM,0,None,None,0,7,MeadowV,26,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,757,AllPub,104,1977,1977,2006
848,0,0,None,1,TwnhsE,TA,Av,685,0,GLQ,Unf,1,0,Gd,163,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,1,Typ,420,2,TA,Fin,TA,Attchd,2003,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435,Inside,66.59579566,Reg,0,120,RM,170,BrkFace,None,0,6,CollgCr,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,848,AllPub,140,2003,2004,2009
1661,0,0,None,3,1Fam,TA,Av,831,0,BLQ,Unf,1,0,TA,161,Y,Norm,Norm,SBrkr,0,TA,TA,AsbShng,AsbShng,MnPrv,TA,1,CBlock,1,Typ,377,1,TA,RFn,TA,BuiltIn,1955,1661,0,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,9600,Inside,80,Reg,0,80,RL,0,None,None,0,10,NAmes,28,6,6,Y,0,None,CompShg,Hip,Normal,WD,178,Pave,8,992,AllPub,0,1955,1996,2008
1108,989,0,None,3,1Fam,TA,Av,975,0,GLQ,Unf,1,0,Gd,133,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,583,2,TA,RFn,TA,Detchd,1998,2097,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9750,Corner,75,Reg,0,60,RL,0,None,None,0,6,CollgCr,170,6,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1108,AllPub,253,1998,1998,2006
754,640,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,384,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,400,2,TA,Fin,TA,BuiltIn,2007,1394,1,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,9735,Inside,73,Reg,0,80,RL,0,None,None,0,5,Timber,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,384,AllPub,100,2006,2007,2008
864,0,0,Grvl,2,1Fam,Fa,No,203,0,Rec,Unf,1,0,TA,661,N,Norm,Norm,FuseF,96,Fa,TA,Stucco,Stucco,None,None,0,BrkTil,1,Typ,200,1,Fa,Unf,TA,Detchd,1938,864,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8212,Inside,45,Reg,0,30,RL,0,None,None,0,6,Edwards,0,3,3,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,864,AllPub,0,1914,1950,2010
698,560,0,None,2,1Fam,TA,Mn,204,0,Rec,Unf,0,0,TA,356,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Wd Shng,MnPrv,None,0,BrkTil,1,Typ,280,1,TA,Unf,TA,Detchd,1939,1258,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,9060,Inside,60,Reg,0,50,RL,0,None,None,0,10,Edwards,0,5,6,P,0,None,CompShg,Gable,Normal,WD,0,Pave,6,560,AllPub,0,1939,1950,2009
796,358,0,None,3,1Fam,TA,No,735,0,BLQ,Unf,1,0,TA,61,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,MnPrv,None,0,BrkTil,1,Typ,240,1,TA,Unf,TA,Detchd,1922,1154,0,GasA,Gd,1.5Fin,1,Gd,Lvl,Gtl,5436,Inside,40,Reg,0,50,RM,0,None,None,0,5,IDOTRR,96,8,4,N,0,None,CompShg,Gable,Normal,WD,0,Pave,7,796,AllPub,0,1922,2007,2010
1392,1392,0,None,5,1Fam,TA,No,790,469,BLQ,LwQ,1,0,Gd,133,Y,RRAn,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,TA,2,CBlock,3,Typ,564,2,TA,RFn,TA,Attchd,1978,2784,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,16692,Inside,80,IR1,0,60,RL,184,BrkFace,TenC,2000,7,NWAmes,112,5,7,Y,519,Fa,CompShg,Gable,Normal,WD,440,Pave,12,1392,AllPub,0,1978,1978,2006
1525,0,0,None,3,1Fam,TA,Av,1400,0,GLQ,Unf,1,0,Gd,125,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,541,2,TA,RFn,TA,Attchd,2000,1525,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9100,Inside,70,Reg,0,20,RL,244,BrkFace,None,0,9,CollgCr,36,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1525,AllPub,219,2000,2000,2006
1584,0,0,None,4,Duplex,None,None,0,0,None,None,0,0,None,1584,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,None,0,CBlock,2,Mod,792,3,TA,Unf,TA,Detchd,1967,1584,0,GasA,TA,1Story,2,TA,Lvl,Gtl,8944,Inside,65,Reg,0,90,RL,0,None,None,0,4,NAmes,152,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1584,AllPub,0,1967,1967,2009
900,0,0,None,3,1Fam,TA,Av,769,0,ALQ,Unf,1,0,TA,95,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnWw,Po,1,CBlock,1,Typ,288,1,TA,RFn,TA,Attchd,1967,900,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,7838,Inside,68,Reg,0,85,RL,0,None,None,0,12,NAmes,144,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,864,AllPub,175,1967,1967,2006
1687,0,0,None,3,1Fam,TA,Av,353,334,BLQ,Rec,1,0,TA,60,Y,Norm,Norm,SBrkr,50,TA,TA,Wd Sdng,Wd Sdng,None,TA,2,CBlock,1,Min1,572,2,TA,Unf,TA,Detchd,1966,1687,0,GasA,TA,1Story,1,TA,Bnk,Sev,57200,Inside,239.1652149,IR1,0,20,RL,0,None,None,0,6,Timber,0,5,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,7,747,AllPub,0,1948,1950,2010
1160,448,0,None,3,1Fam,TA,No,264,0,BLQ,Unf,0,0,TA,712,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Wd Shng,MnPrv,Gd,1,BrkTil,2,Typ,216,1,TA,Unf,Fa,Detchd,1925,1608,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,6171,Inside,51,Reg,0,50,RL,0,None,None,0,10,SWISU,16,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,976,AllPub,147,1925,1990,2009
864,729,0,None,3,1Fam,TA,No,759,0,GLQ,Unf,1,0,TA,80,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,398,2,TA,Fin,TA,Attchd,2004,1593,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,7415,Inside,62,IR1,0,60,RL,0,None,None,0,4,Gilbert,75,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,839,AllPub,100,2004,2004,2008
1112,556,0,None,3,1Fam,TA,No,120,0,BLQ,Unf,0,0,TA,736,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,MnPrv,None,0,CBlock,1,Min2,271,1,TA,Unf,TA,Attchd,1950,1668,1,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,9600,Inside,80,Reg,0,50,RL,0,None,None,0,9,NAmes,0,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,856,AllPub,0,1950,2005,2009
1040,0,0,None,2,Duplex,None,None,0,0,None,None,0,0,None,0,N,Norm,Norm,FuseF,0,TA,TA,BrkFace,Stone,None,None,0,Slab,2,Typ,420,2,TA,Unf,TA,Detchd,1956,1040,0,Wall,Fa,1Story,2,TA,Lvl,Gtl,7200,Inside,60,Reg,0,90,RL,0,None,None,0,6,NAmes,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,0,AllPub,0,1949,1950,2009
